,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
497,497,Image of Cassette Player,Cassette Player,8729,CD player,485,0.11433844,radio,754,0.10798697,cassette player,482,0.090192944,tape player,848,0.08607326,cassette,481,0.0231714
498,498,Image of Cassette Player,Cassette Player,8357,tape player,848,0.15348326,cassette player,482,0.14314306,cassette,481,0.09564076,CD player,485,0.039460413,radio,754,0.024106419
499,499,Image of Cassette Player,Cassette Player,6625,CD player,485,0.22520445,radio,754,0.1883106,tape player,848,0.056357168,cassette player,482,0.043962978,cassette,481,0.018805705
500,500,Image of Chain Saw,Chain Saw,8664,chain saw,491,0.6786736,mountain bike,671,0.0035900627,holster,597,0.0019187427,suspension bridge,839,0.0016443554,cowboy hat,515,0.0015610236
501,501,Image of Chain Saw,Chain Saw,6222,chain saw,491,0.4593329,chain,488,0.032538965,padlock,695,0.017189348,combination lock,507,0.0079763215,disk brake,535,0.006107081
502,502,Image of Chain Saw,Chain Saw,2299,chain,488,0.22346002,boa constrictor,61,0.022888517,padlock,695,0.021432025,pole,733,0.01644256,hook,600,0.0146642225
503,503,Image of Chain Saw,Chain Saw,5361,chain saw,491,0.6604458,swing,843,0.0054203076,pole,733,0.0039411336,chain,488,0.00389842,convertible,511,0.002136607
504,504,Image of Chain Saw,Chain Saw,3332,chain,488,0.45172828,tile roof,858,0.02422821,hook,600,0.018615715,worm fence,912,0.015520647,pole,733,0.015349639
505,505,Image of Chain Saw,Chain Saw,9819,chain saw,491,0.5212358,lumbermill,634,0.0049503306,sea cucumber,329,0.004363831,American alligator,50,0.0027590008,mountain bike,671,0.002076663
506,506,Image of Chain Saw,Chain Saw,9696,chain saw,491,0.44936007,cowboy hat,515,0.0048750783,stage,819,0.0033051267,cowboy boot,514,0.0031493106,jean,608,0.0021329287
507,507,Image of Chain Saw,Chain Saw,7583,chain saw,491,0.7515393,rule,769,0.009918238,hammer,587,0.0027647188,picket fence,716,0.0017129162,scabbard,777,0.001668683
508,508,Image of Chain Saw,Chain Saw,8419,chain saw,491,0.102279514,park bench,703,0.03989988,sea cucumber,329,0.014834909,padlock,695,0.01324053,mailbox,637,0.011424302
509,509,Image of Chain Saw,Chain Saw,6781,chain saw,491,0.5163888,king crab,121,0.009992587,chain,488,0.008549563,padlock,695,0.0063721677,plow,730,0.0036463107
510,510,Image of Chain Saw,Chain Saw,9239,chain saw,491,0.4138547,sea cucumber,329,0.004467342,Leonberg,255,0.0043656523,power drill,740,0.0028164657,German shepherd,235,0.0027111166
511,511,Image of Chain Saw,Chain Saw,1740,chain saw,491,0.8284655,shield,787,0.0018292865,rule,769,0.0016607943,barrow,428,0.0013801504,lawn mower,621,0.0011507348
512,512,Image of Chain Saw,Chain Saw,5566,chain saw,491,0.40557045,mountain bike,671,0.0049030613,suspension bridge,839,0.004773531,bow,456,0.0038665435,chain,488,0.0036942277
513,513,Image of Chain Saw,Chain Saw,7485,chain saw,491,0.6663697,lumbermill,634,0.0026779317,tank,847,0.0023337295,iron,606,0.0022519154,baseball,429,0.0019364214
514,514,Image of Chain Saw,Chain Saw,2458,chain saw,491,0.26659116,lawn mower,621,0.037679225,racer,751,0.032741882,swab,840,0.01890682,bow,456,0.0143832145
515,515,Image of Chain Saw,Chain Saw,6570,chain saw,491,0.5892961,chain,488,0.007716371,moped,665,0.0028906371,mountain bike,671,0.0028784203,triceratops,51,0.002709042
516,516,Image of Chain Saw,Chain Saw,8708,chain,488,0.26024362,padlock,695,0.043817826,hook,600,0.012179181,knot,616,0.009539564,chain mail,490,0.008244705
517,517,Image of Chain Saw,Chain Saw,5403,chain saw,491,0.6976907,apiary,410,0.005796976,power drill,740,0.0030914696,Leonberg,255,0.0023711463,velvet,885,0.0022337888
518,518,Image of Chain Saw,Chain Saw,8323,swing,843,0.20221198,chain,488,0.08978906,chain saw,491,0.07624813,padlock,695,0.03578389,pole,733,0.010382774
519,519,Image of Chain Saw,Chain Saw,4674,chain saw,491,0.75351876,power drill,740,0.0047939247,holster,597,0.0018440904,lumbermill,634,0.0013725507,cowboy boot,514,0.0011274968
520,520,Image of Chain Saw,Chain Saw,9925,chain saw,491,0.74549973,buckle,464,0.0067410977,flute,558,0.003954581,lighter,626,0.0035982737,whistle,902,0.0031577433
521,521,Image of Chain Saw,Chain Saw,4438,chain saw,491,0.4509934,chain,488,0.021046469,fox squirrel,335,0.004778581,pole,733,0.003582513,necklace,679,0.0034592682
522,522,Image of Chain Saw,Chain Saw,7111,chain saw,491,0.62201375,park bench,703,0.013866641,mountain bike,671,0.007269185,swing,843,0.006903313,lumbermill,634,0.0040811626
523,523,Image of Chain Saw,Chain Saw,6294,chain saw,491,0.27192774,fountain,562,0.036813777,mountain bike,671,0.01644105,picket fence,716,0.01173387,tile roof,858,0.009686859
524,524,Image of Chain Saw,Chain Saw,6713,chain saw,491,0.49070385,power drill,740,0.0039956844,fountain,562,0.0022535392,snowmobile,802,0.0013840073,lawn mower,621,0.0012081614
525,525,Image of Chain Saw,Chain Saw,5907,chain saw,491,0.12891562,sea cucumber,329,0.00938133,rhinoceros beetle,306,0.009288343,American alligator,50,0.008837538,chain,488,0.008445388
526,526,Image of Chain Saw,Chain Saw,3908,chain saw,491,0.08646732,padlock,695,0.057171494,corkscrew,512,0.026547536,hook,600,0.020571636,chain,488,0.015976757
527,527,Image of Chain Saw,Chain Saw,1695,chain saw,491,0.5432908,centipede,79,0.001387886,steel arch bridge,821,0.0013773245,walking stick,313,0.0012719595,eft,27,0.0012604252
528,528,Image of Chain Saw,Chain Saw,8177,chain saw,491,0.15365082,ladle,618,0.06859534,hatchet,596,0.03361034,lumbermill,634,0.024994921,swab,840,0.0146798575
529,529,Image of Chain Saw,Chain Saw,5154,chain saw,491,0.43263778,chain,488,0.009341851,swing,843,0.007629526,worm fence,912,0.005185451,picket fence,716,0.005102121
530,530,Image of Chain Saw,Chain Saw,3654,park bench,703,0.11592431,slug,114,0.0131701585,diamondback,67,0.0129016675,ant,310,0.011851577,night snake,60,0.011323715
531,531,Image of Chain Saw,Chain Saw,4066,chain saw,491,0.46217498,mountain bike,671,0.011447409,bicycle-built-for-two,444,0.0036357695,lumbermill,634,0.0026677784,moped,665,0.0021793833
532,532,Image of Chain Saw,Chain Saw,9011,chain saw,491,0.22009885,coral fungus,991,0.08220796,slug,114,0.0226326,hen-of-the-woods,996,0.019987253,syringe,845,0.015008472
533,533,Image of Chain Saw,Chain Saw,6474,chain saw,491,0.4838204,suspension bridge,839,0.011179695,lumbermill,634,0.0021695828,Leonberg,255,0.0017933669,mountain tent,672,0.0016550776
534,534,Image of Chain Saw,Chain Saw,8135,chain saw,491,0.47209385,mountain bike,671,0.016644264,water bottle,898,0.0023625162,iPod,605,0.002166674,swing,843,0.002038059
535,535,Image of Chain Saw,Chain Saw,8027,worm fence,912,0.069588736,park bench,703,0.04151899,birdhouse,448,0.038609635,coral fungus,991,0.0264787,mushroom,947,0.022136796
536,536,Image of Chain Saw,Chain Saw,9324,chain saw,491,0.24677318,sea cucumber,329,0.03881193,golf ball,574,0.033267833,soccer ball,805,0.013967495,baseball,429,0.011098499
537,537,Image of Chain Saw,Chain Saw,7149,chain saw,491,0.6690129,lumbermill,634,0.005716185,frilled lizard,43,0.0015934114,sea cucumber,329,0.0015388725,crane,517,0.0012414886
538,538,Image of Chain Saw,Chain Saw,5093,chain saw,491,0.06317947,electric fan,545,0.017999364,hook,600,0.015908245,bow,456,0.01523025,hatchet,596,0.012875738
539,539,Image of Chain Saw,Chain Saw,9721,chain,488,0.13158451,chain saw,491,0.09395874,power drill,740,0.03201783,chainlink fence,489,0.020902004,mountain bike,671,0.0168535
540,540,Image of Chain Saw,Chain Saw,4034,chain saw,491,0.754843,lawn mower,621,0.0063122567,tricycle,870,0.0038464477,tape player,848,0.0033615318,vacuum,882,0.0020650316
541,541,Image of Chain Saw,Chain Saw,5344,chain saw,491,0.56361485,crash helmet,518,0.019343246,unicycle,880,0.01622501,mountain bike,671,0.013293249,military uniform,652,0.010393196
542,542,Image of Chain Saw,Chain Saw,5646,chain saw,491,0.61199117,lumbermill,634,0.0023815224,apiary,410,0.0022901904,honeycomb,599,0.0013924164,rule,769,0.0013762402
543,543,Image of Chain Saw,Chain Saw,2598,chain saw,491,0.82955354,iron,606,0.00207928,lawn mower,621,0.0016975787,power drill,740,0.0016953849,shovel,792,0.0010855234
544,544,Image of Chain Saw,Chain Saw,6077,chain saw,491,0.52233106,plow,730,0.013552382,ant,310,0.012839837,laptop,620,0.012604845,shovel,792,0.0062176115
545,545,Image of Chain Saw,Chain Saw,7522,chain saw,491,0.35242596,suspension bridge,839,0.008637607,mountain bike,671,0.007350415,swing,843,0.0038430705,lumbermill,634,0.003336269
546,546,Image of Chain Saw,Chain Saw,4926,chain,488,0.7441327,padlock,695,0.021893783,swing,843,0.018467657,necklace,679,0.009118574,chain saw,491,0.008732281
547,547,Image of Chain Saw,Chain Saw,7740,chain,488,0.13710949,langur,374,0.06231438,knot,616,0.03646324,padlock,695,0.027310275,marmoset,377,0.021353705
548,548,Image of Chain Saw,Chain Saw,6926,chain saw,491,0.25632894,chain,488,0.036860045,chain mail,490,0.027122801,shield,787,0.012860611,mountain bike,671,0.0073998915
549,549,Image of Chain Saw,Chain Saw,6890,chain saw,491,0.25320718,tricycle,870,0.037678123,lawn mower,621,0.03554824,harvester,595,0.02494589,hatchet,596,0.022507595
550,550,Image of Chain Saw,Chain Saw,1827,chain saw,491,0.5210321,rule,769,0.0050653005,hatchet,596,0.002713927,lumbermill,634,0.0025562888,triceratops,51,0.0022282968
551,551,Image of Chain Saw,Chain Saw,1107,chain saw,491,0.18709466,chain,488,0.13787735,swing,843,0.0124257775,mountain bike,671,0.010689366,dial telephone,528,0.009095487
552,552,Image of Chain Saw,Chain Saw,1428,chain saw,491,0.7969397,hatchet,596,0.0063701137,unicycle,880,0.0024361166,corkscrew,512,0.0020416612,mountain bike,671,0.0020286534
553,553,Image of Chain Saw,Chain Saw,7655,chain saw,491,0.42931077,lumbermill,634,0.026243128,power drill,740,0.017645821,hook,600,0.014717614,corkscrew,512,0.014537252
554,554,Image of Chain Saw,Chain Saw,9872,chain,488,0.048603565,padlock,695,0.029829167,swing,843,0.02545854,chain saw,491,0.01885622,military uniform,652,0.017625751
555,555,Image of Chain Saw,Chain Saw,1698,chain saw,491,0.901822,lawn mower,621,0.002418865,power drill,740,0.0013985138,totem pole,863,0.0007593519,apiary,410,0.0006870242
556,556,Image of Chain Saw,Chain Saw,4054,chain saw,491,0.84767824,power drill,740,0.0031582774,cowboy boot,514,0.0020727979,scuba diver,983,0.0020602725,swing,843,0.0020331996
557,557,Image of Chain Saw,Chain Saw,2817,chain saw,491,0.74430543,mountain bike,671,0.00527124,suspension bridge,839,0.004377424,chain,488,0.0029505864,racer,751,0.0021291634
558,558,Image of Chain Saw,Chain Saw,8692,chain saw,491,0.4584502,necklace,679,0.0065387925,chain,488,0.0054401797,pole,733,0.0037883855,hammer,587,0.003513422
559,559,Image of Chain Saw,Chain Saw,1472,chain saw,491,0.35344484,motor scooter,670,0.019543383,moped,665,0.01580706,lawn mower,621,0.0070033367,vacuum,882,0.0045573916
560,560,Image of Chain Saw,Chain Saw,1185,chain,488,0.43596685,padlock,695,0.03921764,chain mail,490,0.023268947,knot,616,0.011036032,hook,600,0.0080060875
561,561,Image of Chain Saw,Chain Saw,2239,chain saw,491,0.3407184,chain,488,0.087240785,power drill,740,0.01853899,hook,600,0.011642698,dumbbell,543,0.008165706
562,562,Image of Chain Saw,Chain Saw,2863,chain saw,491,0.4018692,mountain bike,671,0.0028241798,lumbermill,634,0.0025484355,power drill,740,0.0024782135,Madagascar cat,383,0.002289954
563,563,Image of Chain Saw,Chain Saw,2555,chain saw,491,0.57967764,syringe,845,0.011577352,hatchet,596,0.0034412448,flute,558,0.0033969246,mountain bike,671,0.002884577
564,564,Image of Chain Saw,Chain Saw,9719,chain saw,491,0.19819807,eft,27,0.030299067,common newt,26,0.025926339,stretcher,830,0.018538006,triceratops,51,0.015573443
565,565,Image of Chain Saw,Chain Saw,9146,chain saw,491,0.25915793,power drill,740,0.009984995,doormat,539,0.0031525188,thatch,853,0.0029080154,rule,769,0.0027995915
566,566,Image of Chain Saw,Chain Saw,5244,chain saw,491,0.67042243,theater curtain,854,0.0027793685,tiger,292,0.002314527,snowmobile,802,0.0019606678,rule,769,0.0017202368
567,567,Image of Chain Saw,Chain Saw,2614,chain saw,491,0.3976712,park bench,703,0.008479712,chain,488,0.008189642,swing,843,0.006343432,pole,733,0.004181833
568,568,Image of Chain Saw,Chain Saw,9635,chain,488,0.5175317,scabbard,777,0.038624745,hair slide,584,0.0318747,letter opener,623,0.028950028,buckle,464,0.0150348125
569,569,Image of Chain Saw,Chain Saw,6017,chain saw,491,0.4151644,tricycle,870,0.006788081,mountain bike,671,0.0060209823,neck brace,678,0.004901709,picket fence,716,0.004157988
570,570,Image of Chain Saw,Chain Saw,9835,chain saw,491,0.6014704,chain,488,0.00943694,scorpion,71,0.004245582,power drill,740,0.0038700101,skunk,361,0.003207617
571,571,Image of Chain Saw,Chain Saw,6531,chain saw,491,0.09577575,mountain bike,671,0.031573825,scuba diver,983,0.02756623,jeep,609,0.01171036,ant,310,0.009446995
572,572,Image of Chain Saw,Chain Saw,6163,chain saw,491,0.67680854,birdhouse,448,0.0020053354,pole,733,0.001977745,fox squirrel,335,0.0015597489,lumbermill,634,0.0015386543
573,573,Image of Chain Saw,Chain Saw,6774,chain saw,491,0.32656372,lawn mower,621,0.006516993,cannon,471,0.0039294073,leafhopper,317,0.0039191833,pole,733,0.0032168373
574,574,Image of Chain Saw,Chain Saw,3425,chain saw,491,0.15918808,swing,843,0.13444585,chain,488,0.027217312,rule,769,0.011017542,hook,600,0.010107268
575,575,Image of Chain Saw,Chain Saw,6881,chain saw,491,0.44287243,pole,733,0.0036389779,convertible,511,0.0029108392,African elephant,386,0.002481353,lumbermill,634,0.0022212793
576,576,Image of Chain Saw,Chain Saw,6072,chain saw,491,0.55358696,tank,847,0.0015945189,hand-held computer,590,0.0014463898,Madagascar cat,383,0.0013025299,indri,384,0.001137293
577,577,Image of Chain Saw,Chain Saw,9168,lumbermill,634,0.32271057,chain saw,491,0.07528849,sturgeon,394,0.041514363,thatch,853,0.018522615,dam,525,0.013596195
578,578,Image of Chain Saw,Chain Saw,8887,chain saw,491,0.14790693,mountain bike,671,0.08697496,crash helmet,518,0.07422487,padlock,695,0.032716207,chain,488,0.028323183
579,579,Image of Chain Saw,Chain Saw,5195,chain saw,491,0.2670414,jeep,609,0.036464512,hatchet,596,0.017988617,chain,488,0.014042009,assault rifle,413,0.013425001
580,580,Image of Chain Saw,Chain Saw,9120,moped,665,0.09484075,motor scooter,670,0.048489667,chain saw,491,0.042370893,tricycle,870,0.02563396,lawn mower,621,0.024013521
581,581,Image of Chain Saw,Chain Saw,3588,chain saw,491,0.34159246,chain,488,0.08925661,knot,616,0.0096874405,swing,843,0.007032819,padlock,695,0.0054266066
582,582,Image of Chain Saw,Chain Saw,3195,chain saw,491,0.27420616,chain,488,0.010850755,scabbard,777,0.009193109,corkscrew,512,0.007453533,rule,769,0.005227959
583,583,Image of Chain Saw,Chain Saw,2679,chain,488,0.56412596,padlock,695,0.03996843,swing,843,0.031155987,hook,600,0.020227315,mountain bike,671,0.014930447
584,584,Image of Chain Saw,Chain Saw,7239,chain,488,0.19873238,chain saw,491,0.035354648,padlock,695,0.03184719,knot,616,0.011011987,chainlink fence,489,0.010653779
585,585,Image of Chain Saw,Chain Saw,2807,chain,488,0.18931016,swing,843,0.09509871,hook,600,0.05000644,padlock,695,0.040608257,crash helmet,518,0.019014355
586,586,Image of Chain Saw,Chain Saw,7430,worm fence,912,0.0676698,American alligator,50,0.05723531,frilled lizard,43,0.026599344,agama,42,0.02272387,alligator lizard,44,0.017982405
587,587,Image of Chain Saw,Chain Saw,8013,chain saw,491,0.5156274,mountain bike,671,0.015397488,Leonberg,255,0.006379368,German shepherd,235,0.0057831486,military uniform,652,0.0038127631
588,588,Image of Chain Saw,Chain Saw,1452,chain,488,0.29583147,chain saw,491,0.19460548,padlock,695,0.0154570015,hook,600,0.0150397895,mountain bike,671,0.010085027
589,589,Image of Chain Saw,Chain Saw,7384,chain saw,491,0.660799,tiger,292,0.003820942,rule,769,0.0024120237,fur coat,568,0.0020380449,curly-coated retriever,206,0.0017888894
590,590,Image of Chain Saw,Chain Saw,6427,chain saw,491,0.15856786,lawn mower,621,0.034399398,chain,488,0.02430923,plow,730,0.009882141,picket fence,716,0.009123988
591,591,Image of Chain Saw,Chain Saw,6018,park bench,703,0.2594757,chain,488,0.07727602,worm fence,912,0.009920333,boa constrictor,61,0.009202965,swing,843,0.008555714
592,592,Image of Chain Saw,Chain Saw,4665,chain,488,0.2604981,padlock,695,0.022351159,hook,600,0.014608,chain mail,490,0.012135389,combination lock,507,0.006984556
593,593,Image of Chain Saw,Chain Saw,9962,ant,310,0.15363769,nematode,111,0.06152154,sea cucumber,329,0.033897262,coral fungus,991,0.028638987,walking stick,313,0.02616243
594,594,Image of Chain Saw,Chain Saw,9904,chain saw,491,0.30365247,spotlight,818,0.013300562,mountain bike,671,0.011774004,pole,733,0.008662302,lawn mower,621,0.0085494565
595,595,Image of Chain Saw,Chain Saw,3556,chain saw,491,0.417869,rugby ball,768,0.05274652,Leonberg,255,0.0067579597,hay,958,0.0061162496,soccer ball,805,0.00605165
596,596,Image of Chain Saw,Chain Saw,1679,chain saw,491,0.6947382,power drill,740,0.0053908015,mountain bike,671,0.0033020005,lumbermill,634,0.0032697085,harvester,595,0.0025074147
597,597,Image of Chain Saw,Chain Saw,5525,chain saw,491,0.5751154,picket fence,716,0.005264174,worm fence,912,0.0024979906,rule,769,0.0019027955,pole,733,0.0014062538
598,598,Image of Chain Saw,Chain Saw,3736,chain,488,0.29668796,padlock,695,0.054196164,park bench,703,0.049184572,chain saw,491,0.029357284,swing,843,0.025935419
599,599,Image of Chain Saw,Chain Saw,6233,power drill,740,0.12974294,doormat,539,0.049525514,hammer,587,0.03368014,screwdriver,784,0.030020386,motor scooter,670,0.028019022
600,600,Image of Chain Saw,Chain Saw,7218,chain,488,0.13438097,mountain bike,671,0.038803738,plow,730,0.0224967,chain saw,491,0.021917704,padlock,695,0.020517519
601,601,Image of Chain Saw,Chain Saw,2000,chain saw,491,0.5561929,lumbermill,634,0.06078073,chain,488,0.012695063,plow,730,0.006284156,worm fence,912,0.0039309114
602,602,Image of Chain Saw,Chain Saw,7167,chain saw,491,0.44944385,mountain bike,671,0.008889395,neck brace,678,0.0051455083,plane,726,0.0031256564,power drill,740,0.00311398
603,603,Image of Chain Saw,Chain Saw,1323,chain,488,0.0943192,chain saw,491,0.07923726,sea cucumber,329,0.019028733,screw,783,0.015516376,padlock,695,0.012947437
604,604,Image of Chain Saw,Chain Saw,6339,chain,488,0.2363116,rule,769,0.017662229,hook,600,0.014188224,banjo,420,0.012732557,necklace,679,0.012251029
605,605,Image of Chain Saw,Chain Saw,7200,chain saw,491,0.6035909,chain,488,0.009121746,lumbermill,634,0.005462832,hatchet,596,0.0052666673,spotted salamander,28,0.0038271116
606,606,Image of Chain Saw,Chain Saw,3111,chain saw,491,0.8734424,centipede,79,0.0017069032,harvester,595,0.0009087098,screw,783,0.0006023333,lumbermill,634,0.0005940614
607,607,Image of Chain Saw,Chain Saw,2224,chain saw,491,0.21555637,assault rifle,413,0.061783824,military uniform,652,0.029603181,park bench,703,0.01993751,rifle,764,0.011802011
608,608,Image of Chain Saw,Chain Saw,9047,chain,488,0.061484724,letter opener,623,0.044381935,pole,733,0.03489481,nail,677,0.026606992,drumstick,542,0.025062816
609,609,Image of Chain Saw,Chain Saw,8694,chain saw,491,0.39184436,chain,488,0.017645381,pole,733,0.014081092,padlock,695,0.008055417,hook,600,0.0077173887
610,610,Image of Chain Saw,Chain Saw,2448,chain saw,491,0.20826139,pole,733,0.008390919,groenendael,224,0.0031347692,American black bear,295,0.0028330705,birdhouse,448,0.0023116278
611,611,Image of Chain Saw,Chain Saw,1558,chain saw,491,0.09778092,lawn mower,621,0.041035995,tricycle,870,0.03270392,earthstar,995,0.026292121,padlock,695,0.016053088
612,612,Image of Chain Saw,Chain Saw,7912,chain saw,491,0.6712016,pole,733,0.018462427,moped,665,0.0075516086,motor scooter,670,0.0069565186,vacuum,882,0.00521568
613,613,Image of Chain Saw,Chain Saw,7784,chain saw,491,0.09256009,chain,488,0.09004331,hatchet,596,0.06359736,pole,733,0.051883694,bow,456,0.03334335
614,614,Image of Chain Saw,Chain Saw,9526,chain saw,491,0.082370356,swing,843,0.03199778,birdhouse,448,0.01797049,park bench,703,0.012665132,padlock,695,0.010952146
615,615,Image of Chain Saw,Chain Saw,8845,chain saw,491,0.45546058,worm fence,912,0.002874228,American alligator,50,0.0020249719,mountain bike,671,0.001953925,picket fence,716,0.0018949897
616,616,Image of Chain Saw,Chain Saw,2705,pot,738,0.07489938,coral fungus,991,0.054465704,chainlink fence,489,0.043603264,hen-of-the-woods,996,0.024638003,quill,749,0.016444396
617,617,Image of Chain Saw,Chain Saw,7250,chain saw,491,0.7541605,lumbermill,634,0.004908169,mountain bike,671,0.0042570974,amphibian,408,0.0041862377,sandal,774,0.0029499426
618,618,Image of Chain Saw,Chain Saw,1488,chain,488,0.1901086,padlock,695,0.02492697,hook,600,0.021026326,rule,769,0.014982083,plow,730,0.008317688
619,619,Image of Chain Saw,Chain Saw,9270,acorn,988,0.04850472,flatworm,110,0.028162388,frilled lizard,43,0.018341955,bolo tie,451,0.014752905,thunder snake,52,0.014700625
620,620,Image of Chain Saw,Chain Saw,8548,chain saw,491,0.51709807,lumbermill,634,0.0050737127,power drill,740,0.0043793167,sarong,775,0.003954574,park bench,703,0.0037546617
621,621,Image of Chain Saw,Chain Saw,7904,chain saw,491,0.12410937,corkscrew,512,0.056871258,hook,600,0.018970922,assault rifle,413,0.01412841,nail,677,0.010942478
622,622,Image of Chain Saw,Chain Saw,3515,chain saw,491,0.5888305,packet,692,0.0035241677,power drill,740,0.002205591,rule,769,0.002003301,grocery store,582,0.0018226213
623,623,Image of Chain Saw,Chain Saw,5580,chain saw,491,0.74203885,snowmobile,802,0.0016405275,mountain tent,672,0.0016129978,power drill,740,0.0015166353,lawn mower,621,0.0011884277
624,624,Image of Chain Saw,Chain Saw,8755,binoculars,447,0.06740522,holster,597,0.054628044,chain saw,491,0.04737884,tripod,872,0.025640748,loupe,633,0.024860684
625,625,Image of Chain Saw,Chain Saw,6995,chain saw,491,0.1441198,pole,733,0.021679185,fox squirrel,335,0.004988822,street sign,919,0.0042545847,birdhouse,448,0.004095971
626,626,Image of Chain Saw,Chain Saw,5053,chain saw,491,0.6475805,park bench,703,0.003615412,sandal,774,0.0016136919,Leonberg,255,0.0015039841,lumbermill,634,0.0012631922
627,627,Image of Chain Saw,Chain Saw,1674,chain saw,491,0.69078016,power drill,740,0.007557215,seat belt,785,0.002237958,backpack,414,0.0012251256,cowboy boot,514,0.0012012663
628,628,Image of Chain Saw,Chain Saw,8936,chain saw,491,0.8272354,mountain bike,671,0.010066609,chain,488,0.00458172,padlock,695,0.002946933,hatchet,596,0.0028056747
629,629,Image of Chain Saw,Chain Saw,1952,chain saw,491,0.6278588,coil,506,0.020062655,centipede,79,0.014652593,chain,488,0.010646541,chainlink fence,489,0.0055830963
630,630,Image of Chain Saw,Chain Saw,1253,chain saw,491,0.24738221,syringe,845,0.021180183,lumbermill,634,0.011283169,tank,847,0.009827144,half track,586,0.006610083
631,631,Image of Chain Saw,Chain Saw,4339,chain saw,491,0.4374459,lawn mower,621,0.003117463,rule,769,0.0022075556,snowmobile,802,0.0020546522,hammer,587,0.0017008634
632,632,Image of Chain Saw,Chain Saw,4434,chain saw,491,0.42848977,chain,488,0.014065618,mountain bike,671,0.007980915,swing,843,0.0071050264,bicycle-built-for-two,444,0.0038895276
633,633,Image of Chain Saw,Chain Saw,9514,chain saw,491,0.48475257,hatchet,596,0.047882345,rule,769,0.0083114235,lumbermill,634,0.0065597743,cleaver,499,0.005383479
634,634,Image of Chain Saw,Chain Saw,4128,reel,758,0.07389104,rifle,764,0.07327282,chain saw,491,0.026392572,quill,749,0.018045511,assault rifle,413,0.014534839
635,635,Image of Chain Saw,Chain Saw,6179,chain saw,491,0.26411644,picket fence,716,0.090447195,brain coral,109,0.044075523,velvet,885,0.009727465,worm fence,912,0.009550328
636,636,Image of Chain Saw,Chain Saw,8671,chain saw,491,0.35874885,power drill,740,0.010656142,tow truck,864,0.010043419,night snake,60,0.0098527195,hammer,587,0.009640121
637,637,Image of Chain Saw,Chain Saw,7752,chain saw,491,0.6891682,rule,769,0.0070962147,syringe,845,0.006687937,pole,733,0.0042472775,hognose snake,54,0.0034095224
638,638,Image of Chain Saw,Chain Saw,8498,chain saw,491,0.48866153,plastic bag,728,0.0032262409,sandal,774,0.0020307133,manhole cover,640,0.002011089,macaque,373,0.0019622701
639,639,Image of Chain Saw,Chain Saw,7143,chain saw,491,0.3861945,mountain bike,671,0.0044821803,stretcher,830,0.004247487,maze,646,0.0040001785,mountain tent,672,0.0034441247
640,640,Image of Chain Saw,Chain Saw,2448,chain saw,491,0.20801245,pole,733,0.008375235,groenendael,224,0.0031362458,American black bear,295,0.0028304507,birdhouse,448,0.0023097896
641,641,Image of Chain Saw,Chain Saw,8521,chain saw,491,0.53466415,lumbermill,634,0.02844918,power drill,740,0.01031277,hatchet,596,0.0027603873,lawn mower,621,0.0025371742
642,642,Image of Chain Saw,Chain Saw,7776,chain saw,491,0.8010534,assault rifle,413,0.0044859704,snowmobile,802,0.0043489058,ski,795,0.0033007814,fountain,562,0.0019734043
643,643,Image of Chain Saw,Chain Saw,8237,chain saw,491,0.49962708,mountain bike,671,0.0035219898,snowmobile,802,0.0027051794,rule,769,0.0023320015,scuba diver,983,0.0022507955
644,644,Image of Chain Saw,Chain Saw,2072,chain saw,491,0.7398185,motor scooter,670,0.0024074917,unicycle,880,0.0016255112,tricycle,870,0.001568695,lawn mower,621,0.0015671818
645,645,Image of Chain Saw,Chain Saw,4027,chain,488,0.4882826,padlock,695,0.019199675,hook,600,0.0106408745,swing,843,0.009633518,chainlink fence,489,0.007347781
646,646,Image of Chain Saw,Chain Saw,5187,park bench,703,0.4558866,chain saw,491,0.019224107,padlock,695,0.018977022,nail,677,0.012876835,worm fence,912,0.009361829
647,647,Image of Chain Saw,Chain Saw,7168,chain saw,491,0.30403015,mountain bike,671,0.018802669,plow,730,0.018551586,moped,665,0.015073968,reel,758,0.014156068
648,648,Image of Chain Saw,Chain Saw,7019,chain saw,491,0.6976097,mountain bike,671,0.0033975102,lawn mower,621,0.0026889504,lumbermill,634,0.0017011462,common iguana,39,0.0012882729
649,649,Image of Chain Saw,Chain Saw,3190,chain saw,491,0.61510503,mountain bike,671,0.0306675,crash helmet,518,0.007915734,unicycle,880,0.005039365,lumbermill,634,0.004258104
650,650,Image of Chain Saw,Chain Saw,6142,chain saw,491,0.22112848,lumbermill,634,0.002808585,mountain tent,672,0.002668321,harvester,595,0.0026025872,sleeping bag,797,0.002292554
651,651,Image of Chain Saw,Chain Saw,4739,chain saw,491,0.39650044,mountain bike,671,0.04837405,chain,488,0.04419078,European fire salamander,25,0.011507876,bow,456,0.0048487117
652,652,Image of Chain Saw,Chain Saw,4584,swing,843,0.102725655,chain,488,0.10210895,chain saw,491,0.067768425,padlock,695,0.040907763,mountain bike,671,0.014793445
