case_number,prompt,label_str,evaluation_seed
1213,banana,banana,3622
1214,banana,banana,8540
1215,banana,banana,2406
1216,banana,banana,6296
1217,banana,banana,5487
1218,banana,banana,8025
1219,banana,banana,5906
1220,banana,banana,7471
1221,banana,banana,4822
1222,banana,banana,9373
1223,banana,banana,6361
1224,banana,banana,9185
1225,banana,banana,5386
1226,banana,banana,3439
1227,banana,banana,6858
1228,banana,banana,4053
1229,banana,banana,1443
1230,banana,banana,2063
1231,banana,banana,8739
1232,banana,banana,3987
1233,banana,banana,6420
1234,banana,banana,9955
1235,banana,banana,6520
1236,banana,banana,7431
1237,banana,banana,2061
1238,banana,banana,3459
1239,banana,banana,6154
1240,banana,banana,4090
1241,banana,banana,7400
1242,banana,banana,6356
1243,banana,banana,9324
1244,banana,banana,7023
1245,banana,banana,6234
1246,banana,banana,5742
1247,banana,banana,3735
1248,banana,banana,2333
1249,banana,banana,9457
1250,banana,banana,5657
1251,banana,banana,7584
1252,banana,banana,4559
1253,banana,banana,8233
1254,banana,banana,9856
1255,banana,banana,7355
1256,banana,banana,8065
1257,banana,banana,7801
1258,banana,banana,6911
1259,banana,banana,4243
1260,banana,banana,2338
1261,banana,banana,9129
1262,banana,banana,3445
1263,banana,banana,3632
1264,banana,banana,8996
1265,banana,banana,3884
1266,banana,banana,4198
1267,banana,banana,1553
1268,banana,banana,8769
1269,banana,banana,4250
1270,banana,banana,8275
1271,banana,banana,7220
1272,banana,banana,9606
1273,banana,banana,2049
1274,banana,banana,3993
1275,banana,banana,2337
1276,banana,banana,4168
1277,banana,banana,6351
1278,banana,banana,9701
1279,banana,banana,5604
1280,banana,banana,1658
1281,banana,banana,7066
1282,banana,banana,4330
1283,banana,banana,4061
1284,banana,banana,6506
1285,banana,banana,5969
1286,banana,banana,5951
1287,banana,banana,3661
1288,banana,banana,2051
1289,banana,banana,8330
1290,banana,banana,3760
1291,banana,banana,9204
1292,banana,banana,9586
1293,banana,banana,6277
1294,banana,banana,3661
1295,banana,banana,1127
1296,banana,banana,8913
1297,banana,banana,4797
1298,banana,banana,7535
1299,banana,banana,4856
1300,banana,banana,9353
1301,banana,banana,8425
1302,banana,banana,2479
1303,banana,banana,5547
1304,banana,banana,6602
1305,banana,banana,9840
1306,banana,banana,7235
1307,banana,banana,4645
1308,banana,banana,6896
1309,banana,banana,9510
1310,banana,banana,2830
1311,banana,banana,1159
1312,banana,banana,1204
1313,banana,banana,2003
1314,banana,banana,1756
1315,banana,banana,9264
1316,banana,banana,3571
1317,banana,banana,3618
1318,banana,banana,9843
1319,banana,banana,5133
1320,banana,banana,2994
1321,banana,banana,3501
1322,banana,banana,4554
1323,banana,banana,6498
1324,banana,banana,9522
1325,banana,banana,9445
1326,banana,banana,5025
1327,banana,banana,7402
1328,banana,banana,2524
1329,banana,banana,1922
1330,banana,banana,2248
1331,banana,banana,6923
1332,banana,banana,9777
1333,banana,banana,6422
1334,banana,banana,6238
1335,banana,banana,1171
1336,banana,banana,1175
1337,banana,banana,9657
1338,banana,banana,3709
1339,banana,banana,2983
1340,banana,banana,5035
1341,banana,banana,2964
1342,banana,banana,6559
1343,banana,banana,7770
1344,banana,banana,4309
1345,banana,banana,5232
1346,banana,banana,9320
1347,banana,banana,2119
1348,banana,banana,3291
1349,banana,banana,9827
1350,banana,banana,5495
1351,banana,banana,4987
1352,banana,banana,3983
1353,banana,banana,2444
1354,banana,banana,7189
1355,banana,banana,7493
1356,banana,banana,5172
1357,banana,banana,2912
1358,banana,banana,7716
1359,banana,banana,1313
1360,banana,banana,5176
1361,banana,banana,3543
1362,banana,banana,7350
1363,banana,banana,7644
1364,banana,banana,6003
1365,banana,banana,7554
1366,banana,banana,2455
1367,banana,banana,1334
1368,banana,banana,7580
1369,banana,banana,3476
1370,banana,banana,6069
1371,banana,banana,4494
1372,banana,banana,2998
1373,banana,banana,7633
1374,banana,banana,9826
1375,banana,banana,1405
1376,banana,banana,2119
1377,banana,banana,8613
1378,banana,banana,5814
1379,banana,banana,7107
1380,banana,banana,4165
1381,banana,banana,9981
1382,banana,banana,6965
1383,banana,banana,9854
1384,banana,banana,8561
1385,banana,banana,2407
1386,banana,banana,4468
1387,banana,banana,4586
1388,banana,banana,4225
1389,banana,banana,6006
1390,banana,banana,5055
1391,banana,banana,6702
1392,banana,banana,1040
1393,banana,banana,7306
1394,banana,banana,8997
1395,banana,banana,1498
1396,banana,banana,1301
1397,banana,banana,1745
1398,banana,banana,5060
1399,banana,banana,4040
