case_number,prompt,label_str,evaluation_seed
1149,Image of Church,Church,6019
1150,Image of Church,Church,4699
1151,Image of Church,Church,1292
1152,Image of Church,Church,6287
1153,Image of Church,Church,5646
1154,Image of Church,Church,1001
1155,Image of Church,Church,4820
1156,Image of Church,Church,6995
1157,Image of Church,Church,3771
1158,Image of Church,Church,7640
1159,Image of Church,Church,6091
1160,Image of Church,Church,1960
1161,Image of Church,Church,2417
1162,Image of Church,Church,3096
1163,Image of Church,Church,5474
1164,Image of Church,Church,4116
1165,Image of Church,Church,7113
1166,Image of Church,Church,9572
1167,Image of Church,Church,5021
1168,Image of Church,Church,3446
1169,Image of Church,Church,7730
1170,Image of Church,Church,3846
1171,Image of Church,Church,4631
1172,Image of Church,Church,1382
1173,Image of Church,Church,3398
1174,Image of Church,Church,4529
1175,Image of Church,Church,2925
1176,Image of Church,Church,9337
1177,Image of Church,Church,6610
1178,Image of Church,Church,5852
1179,Image of Church,Church,8059
1180,Image of Church,Church,7272
1181,Image of Church,Church,5324
1182,Image of Church,Church,7766
1183,Image of Church,Church,1673
1184,Image of Church,Church,2645
1185,Image of Church,Church,1890
1186,Image of Church,Church,1607
1187,Image of Church,Church,2882
1188,Image of Church,Church,6197
1189,Image of Church,Church,1670
1190,Image of Church,Church,2052
1191,Image of Church,Church,9172
1192,Image of Church,Church,3696
1193,Image of Church,Church,5444
1194,Image of Church,Church,4268
1195,Image of Church,Church,5686
1196,Image of Church,Church,3636
1197,Image of Church,Church,5471
1198,Image of Church,Church,4296
1199,Image of Church,Church,4910
1200,Image of Church,Church,4799
1201,Image of Church,Church,9290
1202,Image of Church,Church,9706
1203,Image of Church,Church,2516
1204,Image of Church,Church,7620
1205,Image of Church,Church,6991
1206,Image of Church,Church,7211
1207,Image of Church,Church,9074
1208,Image of Church,Church,2427
1209,Image of Church,Church,5186
1210,Image of Church,Church,8155
1211,Image of Church,Church,3806
1212,Image of Church,Church,6110
1213,Image of Church,Church,3622
1214,Image of Church,Church,8540
1215,Image of Church,Church,2406
1216,Image of Church,Church,6296
1217,Image of Church,Church,5487
1218,Image of Church,Church,8025
1219,Image of Church,Church,5906
1220,Image of Church,Church,7471
1221,Image of Church,Church,4822
1222,Image of Church,Church,9373
1223,Image of Church,Church,6361
1224,Image of Church,Church,9185
1225,Image of Church,Church,5386
1226,Image of Church,Church,3439
1227,Image of Church,Church,6858
1228,Image of Church,Church,4053
1229,Image of Church,Church,1443
1230,Image of Church,Church,2063
1231,Image of Church,Church,8739
1232,Image of Church,Church,3987
1233,Image of Church,Church,6420
1234,Image of Church,Church,9955
1235,Image of Church,Church,6520
1236,Image of Church,Church,7431
1237,Image of Church,Church,2061
1238,Image of Church,Church,3459
1239,Image of Church,Church,6154
1240,Image of Church,Church,4090
1241,Image of Church,Church,7400
1242,Image of Church,Church,6356
1243,Image of Church,Church,9324
1244,Image of Church,Church,7023
1245,Image of Church,Church,6234
1246,Image of Church,Church,5742
1247,Image of Church,Church,3735
1248,Image of Church,Church,2333
1249,Image of Church,Church,9457
1250,Image of Church,Church,5657
1251,Image of Church,Church,7584
1252,Image of Church,Church,4559
1253,Image of Church,Church,8233
1254,Image of Church,Church,9856
1255,Image of Church,Church,7355
1256,Image of Church,Church,8065
1257,Image of Church,Church,7801
1258,Image of Church,Church,6911
1259,Image of Church,Church,4243
1260,Image of Church,Church,2338
1261,Image of Church,Church,9129
1262,Image of Church,Church,3445
1263,Image of Church,Church,3632
1264,Image of Church,Church,8996
1265,Image of Church,Church,3884
1266,Image of Church,Church,4198
1267,Image of Church,Church,1553
1268,Image of Church,Church,8769
1269,Image of Church,Church,4250
1270,Image of Church,Church,8275
1271,Image of Church,Church,7220
1272,Image of Church,Church,9606
1273,Image of Church,Church,2049
1274,Image of Church,Church,3993
1275,Image of Church,Church,2337
1276,Image of Church,Church,4168
1277,Image of Church,Church,6351
1278,Image of Church,Church,9701
1279,Image of Church,Church,5604
1280,Image of Church,Church,1658
1281,Image of Church,Church,7066
1282,Image of Church,Church,4330
1283,Image of Church,Church,4061
1284,Image of Church,Church,6506
1285,Image of Church,Church,5969
1286,Image of Church,Church,5951
1287,Image of Church,Church,3661
1288,Image of Church,Church,2051
1289,Image of Church,Church,8330
1290,Image of Church,Church,3760
1291,Image of Church,Church,9204
1292,Image of Church,Church,9586
1293,Image of Church,Church,6277
1294,Image of Church,Church,3661
1295,Image of Church,Church,1127
1296,Image of Church,Church,8913
1297,Image of Church,Church,4797
1298,Image of Church,Church,7535
1299,Image of Church,Church,4856
1300,Image of Church,Church,9353
1301,Image of Church,Church,8425
1302,Image of Church,Church,2479
1303,Image of Church,Church,5547
1304,Image of Church,Church,6602
1305,Image of Church,Church,9840
1306,Image of Church,Church,7235
1307,Image of Church,Church,4645
1308,Image of Church,Church,6896
1309,Image of Church,Church,9510
1310,Image of Church,Church,2830
1311,Image of Church,Church,1159
1312,Image of Church,Church,1204
1313,Image of Church,Church,2003
1314,Image of Church,Church,1756
1315,Image of Church,Church,9264
1316,Image of Church,Church,3571
1317,Image of Church,Church,3618
1318,Image of Church,Church,9843
1319,Image of Church,Church,5133
1320,Image of Church,Church,2994
1321,Image of Church,Church,3501
1322,Image of Church,Church,4554
1323,Image of Church,Church,6498
1324,Image of Church,Church,9522
1325,Image of Church,Church,9445
1326,Image of Church,Church,5025
1327,Image of Church,Church,7402
1328,Image of Church,Church,2524
1329,Image of Church,Church,1922
1330,Image of Church,Church,2248
1331,Image of Church,Church,6923
1332,Image of Church,Church,9777
1333,Image of Church,Church,6422
1334,Image of Church,Church,6238
1335,Image of Church,Church,1171
1336,Image of Church,Church,1175
1337,Image of Church,Church,9657
1338,Image of Church,Church,3709
1339,Image of Church,Church,2983
1340,Image of Church,Church,5035
1341,Image of Church,Church,2964
1342,Image of Church,Church,6559
1343,Image of Church,Church,7770
1344,Image of Church,Church,4309
1345,Image of Church,Church,5232
1346,Image of Church,Church,9320
1347,Image of Church,Church,2119
1348,Image of Church,Church,3291
1349,Image of Church,Church,9827
1350,Image of Church,Church,5495
1351,Image of Church,Church,4987
1352,Image of Church,Church,3983
1353,Image of Church,Church,2444
1354,Image of Church,Church,7189
1355,Image of Church,Church,7493
1356,Image of Church,Church,5172
1357,Image of Church,Church,2912
1358,Image of Church,Church,7716
1359,Image of Church,Church,1313
1360,Image of Church,Church,5176
1361,Image of Church,Church,3543
1362,Image of Church,Church,7350
1363,Image of Church,Church,7644
1364,Image of Church,Church,6003
1365,Image of Church,Church,7554
1366,Image of Church,Church,2455
1367,Image of Church,Church,1334
1368,Image of Church,Church,7580
1369,Image of Church,Church,3476
1370,Image of Church,Church,6069
1371,Image of Church,Church,4494
1372,Image of Church,Church,2998
1373,Image of Church,Church,7633
1374,Image of Church,Church,9826
1375,Image of Church,Church,1405
1376,Image of Church,Church,2119
1377,Image of Church,Church,8613
1378,Image of Church,Church,5814
1379,Image of Church,Church,7107
1380,Image of Church,Church,4165
1381,Image of Church,Church,9981
1382,Image of Church,Church,6965
1383,Image of Church,Church,9854
1384,Image of Church,Church,8561
1385,Image of Church,Church,2407
1386,Image of Church,Church,4468
1387,Image of Church,Church,4586
1388,Image of Church,Church,4225
1389,Image of Church,Church,6006
1390,Image of Church,Church,5055
1391,Image of Church,Church,6702
1392,Image of Church,Church,1040
1393,Image of Church,Church,7306
1394,Image of Church,Church,8997
1395,Image of Church,Church,1498
1396,Image of Church,Church,1301
1397,Image of Church,Church,1745
1398,Image of Church,Church,5060
1399,Image of Church,Church,4040
1400,Image of Church,Church,2883
1401,Image of Church,Church,5246
1402,Image of Church,Church,9892
1403,Image of Church,Church,1652
1404,Image of Church,Church,5868
1405,Image of Church,Church,2932
1406,Image of Church,Church,3865
1407,Image of Church,Church,5523
1408,Image of Church,Church,2194
1409,Image of Church,Church,1750
1410,Image of Church,Church,3467
1411,Image of Church,Church,6849
1412,Image of Church,Church,7327
1413,Image of Church,Church,4877
1414,Image of Church,Church,5761
1415,Image of Church,Church,4152
1416,Image of Church,Church,6116
1417,Image of Church,Church,5311
1418,Image of Church,Church,5902
1419,Image of Church,Church,9974
1420,Image of Church,Church,2166
1421,Image of Church,Church,3241
1422,Image of Church,Church,5800
1423,Image of Church,Church,2381
1424,Image of Church,Church,9268
1425,Image of Church,Church,6516
1426,Image of Church,Church,2465
1427,Image of Church,Church,9894
1428,Image of Church,Church,4314
1429,Image of Church,Church,4669
1430,Image of Church,Church,5007
1431,Image of Church,Church,9614
1432,Image of Church,Church,4722
1433,Image of Church,Church,1345
1434,Image of Church,Church,1717
1435,Image of Church,Church,3487
1436,Image of Church,Church,9741
1437,Image of Church,Church,6744
1438,Image of Church,Church,3833
1439,Image of Church,Church,9045
1440,Image of Church,Church,4895
1441,Image of Church,Church,9739
1442,Image of Church,Church,1302
1443,Image of Church,Church,5890
1444,Image of Church,Church,7085
1445,Image of Church,Church,8790
1446,Image of Church,Church,3321
1447,Image of Church,Church,8835
1448,Image of Church,Church,9697
1449,Image of Church,Church,4666
1450,Image of Church,Church,7864
1451,Image of Church,Church,9091
1452,Image of Church,Church,4762
1453,Image of Church,Church,4396
1454,Image of Church,Church,1781
1455,Image of Church,Church,8156
1456,Image of Church,Church,9527
1457,Image of Church,Church,9814
1458,Image of Church,Church,2895
1459,Image of Church,Church,9098
1460,Image of Church,Church,4073
1461,Image of Church,Church,6627
1462,Image of Church,Church,7386
1463,Image of Church,Church,7032
1464,Image of Church,Church,4630
1465,Image of Church,Church,3844
1466,Image of Church,Church,2034
1467,Image of Church,Church,6095
1468,Image of Church,Church,2182
1469,Image of Church,Church,6376
1470,Image of Church,Church,1992
1471,Image of Church,Church,2695
1472,Image of Church,Church,7948
1473,Image of Church,Church,5359
1474,Image of Church,Church,7085
1475,Image of Church,Church,3651
1476,Image of Church,Church,4351
1477,Image of Church,Church,8593
1478,Image of Church,Church,3420
1479,Image of Church,Church,1602
1480,Image of Church,Church,7991
1481,Image of Church,Church,7438
1482,Image of Church,Church,4921
1483,Image of Church,Church,4953
1484,Image of Church,Church,8917
1485,Image of Church,Church,3749
1486,Image of Church,Church,1765
1487,Image of Church,Church,7325
1488,Image of Church,Church,7809
1489,Image of Church,Church,4114
1490,Image of Church,Church,6753
1491,Image of Church,Church,8194
1492,Image of Church,Church,8571
1493,Image of Church,Church,8535
1494,Image of Church,Church,9278
1495,Image of Church,Church,9401
1496,Image of Church,Church,5581
1497,Image of Church,Church,4906
1498,Image of Church,Church,9540
1499,Image of Church,Church,9879
1500,Image of Gas Pump,Gas Pump,1382
1501,Image of Gas Pump,Gas Pump,8425
1502,Image of Gas Pump,Gas Pump,9271
1503,Image of Gas Pump,Gas Pump,3262
1504,Image of Gas Pump,Gas Pump,3886
1505,Image of Gas Pump,Gas Pump,7494
1506,Image of Gas Pump,Gas Pump,3488
1507,Image of Gas Pump,Gas Pump,6220
1508,Image of Gas Pump,Gas Pump,5512
1509,Image of Gas Pump,Gas Pump,7163
1510,Image of Gas Pump,Gas Pump,1592
1511,Image of Gas Pump,Gas Pump,2342
1512,Image of Gas Pump,Gas Pump,1367
1513,Image of Gas Pump,Gas Pump,8457
1514,Image of Gas Pump,Gas Pump,6575
1515,Image of Gas Pump,Gas Pump,1495
1516,Image of Gas Pump,Gas Pump,9856
1517,Image of Gas Pump,Gas Pump,3300
1518,Image of Gas Pump,Gas Pump,4183
1519,Image of Gas Pump,Gas Pump,7367
1520,Image of Gas Pump,Gas Pump,6709
1521,Image of Gas Pump,Gas Pump,9291
1522,Image of Gas Pump,Gas Pump,7113
1523,Image of Gas Pump,Gas Pump,2691
1524,Image of Gas Pump,Gas Pump,3252
1525,Image of Gas Pump,Gas Pump,6175
1526,Image of Gas Pump,Gas Pump,5562
1527,Image of Gas Pump,Gas Pump,1671
1528,Image of Gas Pump,Gas Pump,7474
1529,Image of Gas Pump,Gas Pump,2220
1530,Image of Gas Pump,Gas Pump,3933
1531,Image of Gas Pump,Gas Pump,1445
1532,Image of Gas Pump,Gas Pump,9054
1533,Image of Gas Pump,Gas Pump,8926
1534,Image of Gas Pump,Gas Pump,7261
1535,Image of Gas Pump,Gas Pump,1703
1536,Image of Gas Pump,Gas Pump,4187
1537,Image of Gas Pump,Gas Pump,2308
1538,Image of Gas Pump,Gas Pump,7855
1539,Image of Gas Pump,Gas Pump,2496
1540,Image of Gas Pump,Gas Pump,5605
1541,Image of Gas Pump,Gas Pump,1404
1542,Image of Gas Pump,Gas Pump,4432
1543,Image of Gas Pump,Gas Pump,9675
1544,Image of Gas Pump,Gas Pump,9632
1545,Image of Gas Pump,Gas Pump,4819
1546,Image of Gas Pump,Gas Pump,5465
1547,Image of Gas Pump,Gas Pump,7254
1548,Image of Gas Pump,Gas Pump,8514
1549,Image of Gas Pump,Gas Pump,4192
1550,Image of Gas Pump,Gas Pump,4987
1551,Image of Gas Pump,Gas Pump,6478
1552,Image of Gas Pump,Gas Pump,7448
1553,Image of Gas Pump,Gas Pump,3392
1554,Image of Gas Pump,Gas Pump,8404
1555,Image of Gas Pump,Gas Pump,8301
1556,Image of Gas Pump,Gas Pump,4838
1557,Image of Gas Pump,Gas Pump,3778
1558,Image of Gas Pump,Gas Pump,3256
1559,Image of Gas Pump,Gas Pump,6363
1560,Image of Gas Pump,Gas Pump,3446
1561,Image of Gas Pump,Gas Pump,2374
1562,Image of Gas Pump,Gas Pump,8355
1563,Image of Gas Pump,Gas Pump,4883
1564,Image of Gas Pump,Gas Pump,8997
1565,Image of Gas Pump,Gas Pump,9737
1566,Image of Gas Pump,Gas Pump,6241
1567,Image of Gas Pump,Gas Pump,4370
1568,Image of Gas Pump,Gas Pump,2411
1569,Image of Gas Pump,Gas Pump,9944
1570,Image of Gas Pump,Gas Pump,9664
1571,Image of Gas Pump,Gas Pump,5224
1572,Image of Gas Pump,Gas Pump,2506
1573,Image of Gas Pump,Gas Pump,7041
1574,Image of Gas Pump,Gas Pump,8004
1575,Image of Gas Pump,Gas Pump,9476
1576,Image of Gas Pump,Gas Pump,3617
1577,Image of Gas Pump,Gas Pump,6352
1578,Image of Gas Pump,Gas Pump,9906
1579,Image of Gas Pump,Gas Pump,7050
1580,Image of Gas Pump,Gas Pump,4391
1581,Image of Gas Pump,Gas Pump,4374
1582,Image of Gas Pump,Gas Pump,5692
1583,Image of Gas Pump,Gas Pump,3577
1584,Image of Gas Pump,Gas Pump,8280
1585,Image of Gas Pump,Gas Pump,9924
1586,Image of Gas Pump,Gas Pump,6778
1587,Image of Gas Pump,Gas Pump,1251
1588,Image of Gas Pump,Gas Pump,8647
1589,Image of Gas Pump,Gas Pump,1844
1590,Image of Gas Pump,Gas Pump,2383
1591,Image of Gas Pump,Gas Pump,5917
1592,Image of Gas Pump,Gas Pump,5172
1593,Image of Gas Pump,Gas Pump,2658
1594,Image of Gas Pump,Gas Pump,1663
1595,Image of Gas Pump,Gas Pump,6546
1596,Image of Gas Pump,Gas Pump,4879
1597,Image of Gas Pump,Gas Pump,3245
1598,Image of Gas Pump,Gas Pump,5792
1599,Image of Gas Pump,Gas Pump,4431
1600,Image of Gas Pump,Gas Pump,7498
1601,Image of Gas Pump,Gas Pump,5668
1602,Image of Gas Pump,Gas Pump,3621
1603,Image of Gas Pump,Gas Pump,4185
1604,Image of Gas Pump,Gas Pump,9797
1605,Image of Gas Pump,Gas Pump,6039
1606,Image of Gas Pump,Gas Pump,1204
1607,Image of Gas Pump,Gas Pump,2033
1608,Image of Gas Pump,Gas Pump,3500
1609,Image of Gas Pump,Gas Pump,7902
1610,Image of Gas Pump,Gas Pump,2212
1611,Image of Gas Pump,Gas Pump,1625
1612,Image of Gas Pump,Gas Pump,8405
1613,Image of Gas Pump,Gas Pump,6775
1614,Image of Gas Pump,Gas Pump,6003
1615,Image of Gas Pump,Gas Pump,6079
1616,Image of Gas Pump,Gas Pump,1878
1617,Image of Gas Pump,Gas Pump,7067
1618,Image of Gas Pump,Gas Pump,2579
1619,Image of Gas Pump,Gas Pump,8781
1620,Image of Gas Pump,Gas Pump,2939
1621,Image of Gas Pump,Gas Pump,2512
1622,Image of Gas Pump,Gas Pump,2098
1623,Image of Gas Pump,Gas Pump,4377
1624,Image of Gas Pump,Gas Pump,3676
1625,Image of Gas Pump,Gas Pump,7849
1626,Image of Gas Pump,Gas Pump,1393
1627,Image of Gas Pump,Gas Pump,4896
1628,Image of Gas Pump,Gas Pump,1190
1629,Image of Gas Pump,Gas Pump,5438
1630,Image of Gas Pump,Gas Pump,1077
1631,Image of Gas Pump,Gas Pump,9761
1632,Image of Gas Pump,Gas Pump,1068
1633,Image of Gas Pump,Gas Pump,7761
1634,Image of Gas Pump,Gas Pump,6637
1635,Image of Gas Pump,Gas Pump,1361
1636,Image of Gas Pump,Gas Pump,5670
1637,Image of Gas Pump,Gas Pump,7574
1638,Image of Gas Pump,Gas Pump,7480
1639,Image of Gas Pump,Gas Pump,9912
1640,Image of Gas Pump,Gas Pump,9179
1641,Image of Gas Pump,Gas Pump,8609
1642,Image of Gas Pump,Gas Pump,9519
1643,Image of Gas Pump,Gas Pump,2319
1644,Image of Gas Pump,Gas Pump,4547
1645,Image of Gas Pump,Gas Pump,7129
1646,Image of Gas Pump,Gas Pump,4871
1647,Image of Gas Pump,Gas Pump,3271
1648,Image of Gas Pump,Gas Pump,6504
1649,Image of Gas Pump,Gas Pump,2175
1650,Image of Gas Pump,Gas Pump,2100
1651,Image of Gas Pump,Gas Pump,4802
1652,Image of Gas Pump,Gas Pump,9412
1653,Image of Gas Pump,Gas Pump,8296
1654,Image of Gas Pump,Gas Pump,4518
1655,Image of Gas Pump,Gas Pump,4962
1656,Image of Gas Pump,Gas Pump,6844
1657,Image of Gas Pump,Gas Pump,3245
1658,Image of Gas Pump,Gas Pump,5285
1659,Image of Gas Pump,Gas Pump,7291
1660,Image of Gas Pump,Gas Pump,2256
1661,Image of Gas Pump,Gas Pump,1040
1662,Image of Gas Pump,Gas Pump,6892
1663,Image of Gas Pump,Gas Pump,7609
1664,Image of Gas Pump,Gas Pump,9296
1665,Image of Gas Pump,Gas Pump,7103
1666,Image of Gas Pump,Gas Pump,9201
1667,Image of Gas Pump,Gas Pump,6638
1668,Image of Gas Pump,Gas Pump,7866
1669,Image of Gas Pump,Gas Pump,8097
1670,Image of Gas Pump,Gas Pump,8336
1671,Image of Gas Pump,Gas Pump,7867
1672,Image of Gas Pump,Gas Pump,3154
1673,Image of Gas Pump,Gas Pump,1768
1674,Image of Gas Pump,Gas Pump,9028
1675,Image of Gas Pump,Gas Pump,5770
1676,Image of Gas Pump,Gas Pump,2710
1677,Image of Gas Pump,Gas Pump,7095
1678,Image of Gas Pump,Gas Pump,4432
1679,Image of Gas Pump,Gas Pump,8123
1680,Image of Gas Pump,Gas Pump,7015
1681,Image of Gas Pump,Gas Pump,5288
1682,Image of Gas Pump,Gas Pump,7476
1683,Image of Gas Pump,Gas Pump,1057
1684,Image of Gas Pump,Gas Pump,6161
1685,Image of Gas Pump,Gas Pump,5549
1686,Image of Gas Pump,Gas Pump,1480
1687,Image of Gas Pump,Gas Pump,1582
1688,Image of Gas Pump,Gas Pump,9893
1689,Image of Gas Pump,Gas Pump,1427
1690,Image of Gas Pump,Gas Pump,8583
1691,Image of Gas Pump,Gas Pump,3329
1692,Image of Gas Pump,Gas Pump,7253
1693,Image of Gas Pump,Gas Pump,7103
1694,Image of Gas Pump,Gas Pump,3681
1695,Image of Gas Pump,Gas Pump,3360
1696,Image of Gas Pump,Gas Pump,9200
1697,Image of Gas Pump,Gas Pump,7773
1698,Image of Gas Pump,Gas Pump,5717
1699,Image of Gas Pump,Gas Pump,6598
1700,Image of Gas Pump,Gas Pump,9334
1701,Image of Gas Pump,Gas Pump,1983
1702,Image of Gas Pump,Gas Pump,2787
1703,Image of Gas Pump,Gas Pump,2841
1704,Image of Gas Pump,Gas Pump,3500
1705,Image of Gas Pump,Gas Pump,5641
1706,Image of Gas Pump,Gas Pump,7651
1707,Image of Gas Pump,Gas Pump,9077
1708,Image of Gas Pump,Gas Pump,4838
1709,Image of Gas Pump,Gas Pump,6761
1710,Image of Gas Pump,Gas Pump,1693
1711,Image of Gas Pump,Gas Pump,6978
1712,Image of Gas Pump,Gas Pump,9577
1713,Image of Gas Pump,Gas Pump,1832
1714,Image of Gas Pump,Gas Pump,5715
1715,Image of Gas Pump,Gas Pump,6494
1716,Image of Gas Pump,Gas Pump,1106
1717,Image of Gas Pump,Gas Pump,6009
1718,Image of Gas Pump,Gas Pump,9028
1719,Image of Gas Pump,Gas Pump,3475
1720,Image of Gas Pump,Gas Pump,1166
1721,Image of Gas Pump,Gas Pump,3435
1722,Image of Gas Pump,Gas Pump,9371
1723,Image of Gas Pump,Gas Pump,4694
1724,Image of Gas Pump,Gas Pump,6098
1725,Image of Gas Pump,Gas Pump,7177
1726,Image of Gas Pump,Gas Pump,9412
1727,Image of Gas Pump,Gas Pump,9235
1728,Image of Gas Pump,Gas Pump,8938
1729,Image of Gas Pump,Gas Pump,6155
1730,Image of Gas Pump,Gas Pump,3759
1731,Image of Gas Pump,Gas Pump,1751
1732,Image of Gas Pump,Gas Pump,4924
1733,Image of Gas Pump,Gas Pump,8114
1734,Image of Gas Pump,Gas Pump,8154
1735,Image of Gas Pump,Gas Pump,3193
1736,Image of Gas Pump,Gas Pump,2503
1737,Image of Gas Pump,Gas Pump,7854
1738,Image of Gas Pump,Gas Pump,4783
1739,Image of Gas Pump,Gas Pump,8662
1740,Image of Gas Pump,Gas Pump,7146
1741,Image of Gas Pump,Gas Pump,4219
1742,Image of Gas Pump,Gas Pump,5669
1743,Image of Gas Pump,Gas Pump,4641
1744,Image of Gas Pump,Gas Pump,6944
1745,Image of Gas Pump,Gas Pump,6022
1746,Image of Gas Pump,Gas Pump,1926
1747,Image of Gas Pump,Gas Pump,9515
1748,Image of Gas Pump,Gas Pump,3647
1749,Image of Gas Pump,Gas Pump,6656
1750,Image of Gas Pump,Gas Pump,3532
1751,Image of Gas Pump,Gas Pump,7343
1752,Image of Gas Pump,Gas Pump,8149
1753,Image of Gas Pump,Gas Pump,7350
1754,Image of Gas Pump,Gas Pump,5748
1755,Image of Gas Pump,Gas Pump,1031
1756,Image of Gas Pump,Gas Pump,7257
1757,Image of Gas Pump,Gas Pump,5205
1758,Image of Gas Pump,Gas Pump,5779
1759,Image of Gas Pump,Gas Pump,1687
1760,Image of Gas Pump,Gas Pump,6374
1761,Image of Gas Pump,Gas Pump,8421
1762,Image of Gas Pump,Gas Pump,6148
1763,Image of Gas Pump,Gas Pump,5603
1764,Image of Gas Pump,Gas Pump,8317
1765,Image of Gas Pump,Gas Pump,4778
1766,Image of Gas Pump,Gas Pump,2624
1767,Image of Gas Pump,Gas Pump,3645
1768,Image of Gas Pump,Gas Pump,1142
1769,Image of Gas Pump,Gas Pump,9188
1770,Image of Gas Pump,Gas Pump,7988
1771,Image of Gas Pump,Gas Pump,8409
1772,Image of Gas Pump,Gas Pump,8734
1773,Image of Gas Pump,Gas Pump,2031
1774,Image of Gas Pump,Gas Pump,9383
1775,Image of Gas Pump,Gas Pump,6086
1776,Image of Gas Pump,Gas Pump,5855
1777,Image of Gas Pump,Gas Pump,7535
1778,Image of Gas Pump,Gas Pump,4496
1779,Image of Gas Pump,Gas Pump,2639
1780,Image of Gas Pump,Gas Pump,3476
1781,Image of Gas Pump,Gas Pump,7117
1782,Image of Gas Pump,Gas Pump,7285
1783,Image of Gas Pump,Gas Pump,5751
1784,Image of Gas Pump,Gas Pump,4831
1785,Image of Gas Pump,Gas Pump,5136
1786,Image of Gas Pump,Gas Pump,9982
1787,Image of Gas Pump,Gas Pump,2693
1788,Image of Gas Pump,Gas Pump,1632
1789,Image of Gas Pump,Gas Pump,1185
1790,Image of Gas Pump,Gas Pump,3299
1791,Image of Gas Pump,Gas Pump,7533
1792,Image of Gas Pump,Gas Pump,4286
1793,Image of Gas Pump,Gas Pump,8462
1794,Image of Gas Pump,Gas Pump,4249
1795,Image of Gas Pump,Gas Pump,4523
1796,Image of Gas Pump,Gas Pump,4700
1797,Image of Gas Pump,Gas Pump,7347
1798,Image of Gas Pump,Gas Pump,1582
1799,Image of Gas Pump,Gas Pump,6418
1800,Image of Gas Pump,Gas Pump,1024
1801,Image of Gas Pump,Gas Pump,8851
1802,Image of Gas Pump,Gas Pump,7432
1803,Image of Gas Pump,Gas Pump,2783
1804,Image of Gas Pump,Gas Pump,8844
1805,Image of Gas Pump,Gas Pump,5079
1806,Image of Gas Pump,Gas Pump,9516
1807,Image of Gas Pump,Gas Pump,1815
1808,Image of Gas Pump,Gas Pump,9010
1809,Image of Gas Pump,Gas Pump,5930
1810,Image of Gas Pump,Gas Pump,1066
1811,Image of Gas Pump,Gas Pump,2562
1812,Image of Gas Pump,Gas Pump,1885
1813,Image of Gas Pump,Gas Pump,2893
1814,Image of Gas Pump,Gas Pump,8873
1815,Image of Gas Pump,Gas Pump,3012
1816,Image of Gas Pump,Gas Pump,4798
1817,Image of Gas Pump,Gas Pump,1003
1818,Image of Gas Pump,Gas Pump,2661
1819,Image of Gas Pump,Gas Pump,9859
1820,Image of Gas Pump,Gas Pump,1073
1821,Image of Gas Pump,Gas Pump,4408
1822,Image of Gas Pump,Gas Pump,3019
1823,Image of Gas Pump,Gas Pump,7528
1824,Image of Gas Pump,Gas Pump,1859
1825,Image of Gas Pump,Gas Pump,8219
1826,Image of Gas Pump,Gas Pump,3861
1827,Image of Gas Pump,Gas Pump,7075
1828,Image of Gas Pump,Gas Pump,4945
1829,Image of Gas Pump,Gas Pump,6488
1830,Image of Gas Pump,Gas Pump,7344
1831,Image of Gas Pump,Gas Pump,6747
1832,Image of Gas Pump,Gas Pump,2243
1833,Image of Gas Pump,Gas Pump,9202
1834,Image of Gas Pump,Gas Pump,8901
1835,Image of Gas Pump,Gas Pump,2026
1836,Image of Gas Pump,Gas Pump,1993
1837,Image of Gas Pump,Gas Pump,1110
1838,Image of Gas Pump,Gas Pump,4898
1839,Image of Gas Pump,Gas Pump,4472
1840,Image of Gas Pump,Gas Pump,2945
1841,Image of Gas Pump,Gas Pump,4566
1842,Image of Gas Pump,Gas Pump,3531
1843,Image of Gas Pump,Gas Pump,8983
1844,Image of Gas Pump,Gas Pump,4999
1845,Image of Gas Pump,Gas Pump,8439
1846,Image of Gas Pump,Gas Pump,8390
1847,Image of Gas Pump,Gas Pump,3778
1848,Image of Gas Pump,Gas Pump,4057
1849,Image of Gas Pump,Gas Pump,4940
1850,Image of Gas Pump,Gas Pump,6165
1851,Image of Gas Pump,Gas Pump,4315
1852,Image of Gas Pump,Gas Pump,2803
1853,Image of Gas Pump,Gas Pump,2591
1854,Image of Gas Pump,Gas Pump,2649
1855,Image of Gas Pump,Gas Pump,3998
1856,Image of Gas Pump,Gas Pump,9337
1857,Image of Gas Pump,Gas Pump,6742
1858,Image of Gas Pump,Gas Pump,4762
1859,Image of Gas Pump,Gas Pump,2008
1860,Image of Gas Pump,Gas Pump,1736
1861,Image of Gas Pump,Gas Pump,5340
1862,Image of Gas Pump,Gas Pump,5605
1863,Image of Gas Pump,Gas Pump,9722
1864,Image of Gas Pump,Gas Pump,5662
1865,Image of Gas Pump,Gas Pump,7675
1866,Image of Gas Pump,Gas Pump,4050
1867,Image of Gas Pump,Gas Pump,7041
1868,Image of Gas Pump,Gas Pump,2853
1869,Image of Gas Pump,Gas Pump,8639
1870,Image of Gas Pump,Gas Pump,2487
1871,Image of Gas Pump,Gas Pump,4555
1872,Image of Gas Pump,Gas Pump,6125
1873,Image of Gas Pump,Gas Pump,2081
1874,Image of Gas Pump,Gas Pump,9335
1875,Image of Gas Pump,Gas Pump,6670
1876,Image of Gas Pump,Gas Pump,5574
1877,Image of Gas Pump,Gas Pump,6185
